Window_Size,N_Peaks,Overlap,Skip_First_K_Freqs,Selection_Method,Significance,Average_F_Score,Average_Precision,Average_Sharpness,avg(Family_Members/Match_Count),Average_Hash_Intersection_Size,Runtime_match-family
50,5,25,2,deviation,0.01,0.000974276,0.000640065,0.0121471,0.00581567,0.145432,00:18
50,0,25,2,deviation,0.01,0.000974276,0.000640065,0.0121471,0.00581567,0.157586,00:18
40,5,10,3,none,0.1,0.000943893,0.000451691,0.333328,0.000967935,17.3381,08:37
30,3,8,2,none,0.1,0.000935791,0.000480049,0.267057,0.000973466,9.93599,05:31
30,3,8,2,deviation,5.,0.000933765,0.000457768,0.243603,0.000919769,8.0559,03:56
30,5,8,2,deviation,5.,0.000925663,0.000455742,0.243585,0.00090895,9.64594,04:20
30,0,8,2,deviation,5.,0.000923638,0.000455742,0.243763,0.000906111,10.4322,04:23
30,0,8,2,absolute,0.01,0.000919587,0.000433462,0.18715,0.00112145,2.22585,01:56
30,5,8,2,absolute,0.01,0.000919587,0.000433462,0.18715,0.00112146,2.22585,02:10
30,3,8,2,absolute,0.01,0.000917561,0.000437513,0.186852,0.00112444,2.2062,02:08
30,3,23,3,deviation,0.01,0.000911485,0.000502329,0.00150496,0.0235534,0.0192425,00:10
40,3,20,3,absolute,0.1,0.000911485,0.000409155,0.365313,0.000926333,20.5908,08:52
30,5,23,3,deviation,0.01,0.000911485,0.000502329,0.00150496,0.0235534,0.0192425,00:11
30,0,23,3,deviation,0.01,0.000911485,0.000502329,0.00150496,0.0235534,0.0192425,00:11
30,3,8,3,none,0.1,0.000911485,0.000453717,0.258825,0.0011404,6.27405,03:35
30,3,8,3,absolute,0.1,0.000901357,0.000486125,0.280004,0.0013221,7.97934,04:28
40,3,10,3,deviation,0.1,0.000889204,0.000488151,0.0014604,0.00356219,1.66376,00:34
40,0,10,3,deviation,0.1,0.000889204,0.000488151,0.00139153,0.00356174,4.9366,00:57
40,5,10,3,deviation,0.1,0.000889204,0.000488151,0.00142597,0.00356217,2.75471,00:41
30,0,15,3,none,0.01,0.000883127,0.000455742,0.25065,0.00107429,3.90824,03:28
30,5,15,3,none,0.01,0.000883127,0.000455742,0.250622,0.00107513,3.89913,03:12
40,0,20,3,absolute,0.1,0.000881102,0.000384849,0.370063,0.000883087,22.3255,09:43
40,5,20,3,absolute,0.1,0.000879076,0.000384849,0.370028,0.000882692,22.302,09:31
50,3,25,2,none,0.1,0.000868949,0.000455742,0.312497,0.000829664,24.0452,20:28
40,5,20,3,deviation,0.01,0.000862872,0.000518534,0.000236986,0.0512471,0.00587401,00:11
40,3,20,3,deviation,0.01,0.000862872,0.000518534,0.000236986,0.0512471,0.00587401,00:10
40,0,20,3,deviation,0.01,0.000862872,0.000518534,0.000236986,0.0512471,0.00587401,00:10
40,5,10,2,none,0.1,0.000856796,0.000401053,0.353127,0.000869275,23.6909,11:29
40,3,20,1,deviation,0.01,0.000852745,0.000498278,0.00959692,0.00659037,0.083654,00:13
40,3,20,0,deviation,0.01,0.000852745,0.000498278,0.00959692,0.00659037,0.083654,00:13
40,5,20,1,deviation,0.01,0.000852745,0.000498278,0.00959692,0.00659037,0.083654,00:13
40,0,20,0,deviation,0.01,0.000852745,0.000498278,0.00959692,0.00659037,0.083654,00:14
40,0,20,1,deviation,0.01,0.000852745,0.000498278,0.00959692,0.00659037,0.083654,00:14
40,5,20,0,deviation,0.01,0.000852745,0.000498278,0.00959692,0.00659037,0.083654,00:14
30,3,15,3,none,0.01,0.000834515,0.000415232,0.232317,0.000933038,3.18088,02:57
30,3,8,3,deviation,5.,0.000826413,0.000384849,0.255086,0.000955966,6.92688,03:22
30,3,15,2,absolute,0.001,0.000820336,0.000423334,0.166176,0.00111726,1.58862,01:48
40,3,30,2,absolute,0.001,0.000820336,0.000441564,0.256143,0.000980141,3.37371,03:14
30,5,8,3,deviation,5.,0.000818311,0.000378773,0.255878,0.000943686,8.21896,03:37
30,0,8,3,deviation,5.,0.000816285,0.000378773,0.256579,0.00094062,8.85639,03:38
40,0,30,2,absolute,0.001,0.000816285,0.000439538,0.256342,0.000975282,3.38444,03:23
40,5,30,2,absolute,0.001,0.000816285,0.000439538,0.256342,0.000975282,3.38444,03:26
40,0,20,2,absolute,0.1,0.000812234,0.000328134,0.381608,0.000789756,26.0065,10:41
40,3,20,2,absolute,0.1,0.000812234,0.000354466,0.376879,0.000818928,23.9398,09:35
30,5,15,2,absolute,0.001,0.000812234,0.000419283,0.166312,0.00110558,1.59368,01:44
30,0,15,2,absolute,0.001,0.000812234,0.000419283,0.166312,0.00110558,1.59368,01:53
40,5,20,2,absolute,0.1,0.000810209,0.000328134,0.381566,0.000790177,25.9759,10:50
50,5,13,0,deviation,0.01,0.000806158,0.000559044,0.00724529,0.00307147,2.81001,00:44
50,3,13,1,deviation,0.01,0.000806158,0.000559044,0.00725339,0.00307147,1.70529,00:36
50,3,13,0,deviation,0.01,0.000806158,0.000559044,0.00725339,0.00307147,1.70529,00:36
50,0,13,1,deviation,0.01,0.000806158,0.000559044,0.00723719,0.00307144,6.12416,01:10
50,0,13,0,deviation,0.01,0.000806158,0.000559044,0.00723719,0.00307144,6.12416,01:12
50,5,13,1,deviation,0.01,0.000806158,0.000559044,0.00724529,0.00307147,2.81001,00:43
50,3,38,2,absolute,0.01,0.000802107,0.000397002,0.360192,0.000881812,12.5129,08:02
50,0,38,2,absolute,0.01,0.000794004,0.0003889,0.361758,0.000869223,12.924,09:12
50,5,38,2,absolute,0.01,0.000794004,0.0003889,0.361738,0.000869355,12.9099,07:59
30,3,15,3,none,0.1,0.000789953,0.000346364,0.327361,0.000827536,11.1116,06:13
40,5,20,3,none,0.1,0.000785902,0.000350415,0.394707,0.000847983,29.0255,12:28
40,0,20,2,deviation,0.01,0.000779826,0.000459793,0.00959692,0.00649588,0.0828438,00:13
40,3,20,2,deviation,0.01,0.000779826,0.000459793,0.00959692,0.00649588,0.0828438,00:13
40,5,20,2,deviation,0.01,0.000779826,0.000459793,0.00959692,0.00649588,0.0828438,00:13
50,0,13,2,deviation,0.01,0.000769698,0.000538789,0.00723719,0.00303689,6.12396,01:10
50,5,13,2,deviation,0.01,0.000769698,0.000538789,0.00724529,0.00303692,2.8098,00:44
50,3,13,2,deviation,0.01,0.000769698,0.000538789,0.00725339,0.00303692,1.70508,00:36
40,0,20,3,none,0.1,0.000767673,0.000344339,0.396733,0.000826128,29.9714,12:56
30,3,15,2,none,0.001,0.000765647,0.000399028,0.209097,0.000872784,3.12578,05:39
50,3,38,3,deviation,0.001,0.000765647,0.00064209,0.000293701,0.161096,0.0281547,00:10
50,5,38,3,deviation,0.001,0.000765647,0.00064209,0.000293701,0.161096,0.0443589,00:11
50,0,38,3,deviation,0.001,0.000765647,0.00064209,0.000293701,0.161096,0.0929714,00:10
30,0,8,0,deviation,0.001,0.00075552,0.000518534,0.000554993,0.00582787,2.63763,00:38
30,3,8,1,deviation,0.001,0.00075552,0.000518534,0.000559044,0.00582787,1.32145,00:29
30,0,8,1,deviation,0.001,0.00075552,0.000518534,0.000554993,0.00582787,2.63763,00:39
30,5,8,0,deviation,0.001,0.00075552,0.000518534,0.000554993,0.00582787,2.19891,00:35
30,5,8,1,deviation,0.001,0.00075552,0.000518534,0.000554993,0.00582787,2.19891,00:35
30,3,8,0,deviation,0.001,0.00075552,0.000518534,0.000559044,0.00582787,1.32145,00:29
40,0,10,0,deviation,0.01,0.000729188,0.000459793,0.00544258,0.00403715,5.07008,01:00
40,5,10,1,deviation,0.01,0.000729188,0.000459793,0.0054446,0.00403717,2.83067,00:43
40,5,10,0,deviation,0.01,0.000729188,0.000459793,0.0054446,0.00403717,2.83067,00:43
40,3,10,1,deviation,0.01,0.000729188,0.000459793,0.0054446,0.00403717,1.71096,00:35
40,0,10,1,deviation,0.01,0.000729188,0.000459793,0.00544258,0.00403715,5.07008,01:04
40,3,10,0,deviation,0.01,0.000729188,0.000459793,0.0054446,0.00403717,1.71096,00:36
30,3,15,3,absolute,0.01,0.000729188,0.000356492,0.244618,0.00091671,3.54324,02:57
30,5,8,3,absolute,0.1,0.000729188,0.000309905,0.283873,0.000877895,8.27567,04:37
30,0,8,3,absolute,0.1,0.000729188,0.000309905,0.283885,0.000877658,8.27871,04:22
30,5,15,3,absolute,0.01,0.000727162,0.000356492,0.244989,0.000913203,3.56998,02:56
30,0,15,3,absolute,0.01,0.000727162,0.000356492,0.244989,0.000913193,3.56998,03:38
30,3,15,3,absolute,0.1,0.000721086,0.000346364,0.358292,0.000829658,15.8374,07:59
30,3,8,2,absolute,0.1,0.000717035,0.000301803,0.298738,0.00084378,10.1408,04:49
40,3,20,3,deviation,5.,0.000712984,0.000299777,0.331337,0.000784765,14.4458,05:44
30,0,15,3,absolute,0.1,0.000708933,0.000342313,0.360855,0.000816699,16.4693,08:02
30,5,15,3,absolute,0.1,0.000708933,0.000342313,0.360849,0.000816769,16.4661,08:27
30,3,15,2,absolute,0.1,0.000708933,0.000313956,0.373267,0.000796427,20.095,10:07
50,5,13,2,none,0.1,0.000708933,0.000358517,0.374588,0.000823642,34.3223,16:43
40,3,30,3,none,0.01,0.000706907,0.000332186,0.33792,0.000784552,8.17946,05:29
40,3,20,0,deviation,5.,0.000704882,0.000293701,0.35489,0.000734709,17.4766,08:16
40,3,20,1,deviation,5.,0.000704882,0.000293701,0.35489,0.000734709,17.4766,08:18
30,3,15,2,absolute,0.01,0.000702856,0.000326109,0.252965,0.000854784,4.09804,03:17
30,0,15,2,absolute,0.01,0.000702856,0.000326109,0.253437,0.000850831,4.13186,03:17
30,5,15,2,absolute,0.01,0.000702856,0.000326109,0.253437,0.000850841,4.13186,03:08
40,5,20,3,deviation,5.,0.000696779,0.00028965,0.332418,0.000773727,14.6283,06:04
40,0,20,3,deviation,5.,0.000696779,0.00028965,0.332425,0.000773244,14.6312,05:53
30,5,8,2,absolute,0.1,0.000692728,0.000299777,0.302937,0.000824461,10.5536,05:07
30,0,8,2,absolute,0.1,0.000692728,0.000299777,0.302943,0.000824341,10.5568,05:05
30,5,15,2,none,0.001,0.000690703,0.000352441,0.202866,0.000786153,3.25765,05:24
30,0,15,2,none,0.001,0.000690703,0.000352441,0.202874,0.00078606,3.25947,04:37
50,0,38,0,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228492,0.31112,00:34
50,0,38,1,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228492,0.31112,00:36
50,3,38,1,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228492,0.238201,00:34
50,5,38,2,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228485,0.256431,00:39
50,3,38,2,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228485,0.238201,00:43
50,3,38,0,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228492,0.238201,00:44
50,5,38,1,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228492,0.256431,00:41
50,5,38,0,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228492,0.256431,00:43
50,0,38,2,deviation,0.001,0.000688677,0.000528661,0.0176139,0.00228485,0.31112,00:34
40,0,20,0,deviation,5.,0.000688677,0.000285599,0.355896,0.000726312,17.667,08:23
30,5,15,2,absolute,0.1,0.000688677,0.000305854,0.376231,0.000777126,20.9483,09:50
40,0,20,1,deviation,5.,0.000688677,0.000285599,0.355896,0.000726312,17.667,08:18
30,0,15,2,absolute,0.1,0.000688677,0.000305854,0.376235,0.000777048,20.9524,09:25
40,5,20,1,deviation,5.,0.000688677,0.000285599,0.355896,0.00072648,17.6642,08:59
40,5,20,0,deviation,5.,0.000688677,0.000285599,0.355896,0.00072648,17.6642,08:58
30,0,15,2,none,0.01,0.000682601,0.000350415,0.289147,0.000745167,7.00365,06:47
30,5,15,2,none,0.01,0.000682601,0.000350415,0.289143,0.000745686,6.99129,06:32
40,3,10,2,deviation,0.01,0.000658295,0.000423334,0.0054446,0.00395865,1.71035,00:36
40,5,10,2,deviation,0.01,0.000658295,0.000423334,0.0054446,0.00395865,2.83006,00:42
40,0,10,2,deviation,0.01,0.000658295,0.000423334,0.00544258,0.00395863,5.06948,00:59
30,5,8,3,none,0.1,0.000652218,0.000265343,0.310889,0.000753667,12.3215,05:44
30,0,15,0,deviation,0.001,0.000646141,0.00042536,0.000607656,0.0268842,0.00850719,00:11
30,5,15,1,deviation,0.001,0.000646141,0.00042536,0.000607656,0.0268842,0.00850719,00:11
30,0,15,1,deviation,0.001,0.000646141,0.00042536,0.000607656,0.0268842,0.00850719,00:11
30,3,15,0,deviation,0.001,0.000646141,0.00042536,0.000607656,0.0268842,0.00850719,00:10
30,3,15,1,deviation,0.001,0.000646141,0.00042536,0.000607656,0.0268842,0.00850719,00:10
30,5,15,0,deviation,0.001,0.000646141,0.00042536,0.000607656,0.0268842,0.00850719,00:10
40,3,20,2,deviation,5.,0.000646141,0.000267369,0.353425,0.000684377,17.1855,08:05
40,3,20,2,none,0.1,0.000640065,0.000295726,0.368191,0.000638073,19.4721,12:27
30,5,15,3,none,0.1,0.000633988,0.000315981,0.375078,0.000752812,20.4428,10:58
30,0,15,3,none,0.1,0.000633988,0.000318007,0.375402,0.000753127,20.6877,10:28
40,5,20,2,deviation,5.,0.000629937,0.000259267,0.354432,0.000676264,17.3725,08:56
40,0,20,2,deviation,5.,0.000629937,0.000259267,0.354432,0.000676096,17.3753,08:41
30,5,8,2,none,0.1,0.000623861,0.000259267,0.319072,0.000579626,18.2423,08:25
30,3,23,0,deviation,0.01,0.000621835,0.000423334,0.0371481,0.00185921,0.308689,00:51
30,3,23,1,deviation,0.01,0.000621835,0.000423334,0.0371481,0.00185921,0.308689,00:52
30,5,23,0,deviation,0.01,0.000621835,0.000423334,0.0371481,0.00185921,0.308689,00:53
30,5,23,1,deviation,0.01,0.000621835,0.000423334,0.0371481,0.00185921,0.308689,00:49
30,0,23,0,deviation,0.01,0.000621835,0.000423334,0.0371481,0.00185921,0.308689,00:55
30,0,23,1,deviation,0.01,0.000621835,0.000423334,0.0371481,0.00185921,0.308689,00:52
40,5,30,3,deviation,0.001,0.00061981,0.000463844,0.000101276,0.148404,0.00182297,00:10
40,3,30,3,deviation,0.001,0.00061981,0.000463844,0.000101276,0.148404,0.00182297,00:10
40,0,30,3,deviation,0.001,0.00061981,0.000463844,0.000101276,0.148404,0.00182297,00:10
30,0,8,2,deviation,0.001,0.00061981,0.000417257,0.000554993,0.00549665,2.63743,00:36
30,3,8,2,deviation,0.001,0.00061981,0.000417257,0.000559044,0.00549665,1.32125,00:29
30,5,8,2,deviation,0.001,0.00061981,0.000417257,0.000554993,0.00549665,2.1987,00:35
30,0,8,1,deviation,0.01,0.000617784,0.000344339,0.00161029,0.00215924,2.68766,00:40
30,0,8,0,deviation,0.01,0.000617784,0.000344339,0.00161029,0.00215924,2.68766,00:36
30,3,8,0,deviation,0.01,0.000617784,0.000344339,0.00162447,0.00215924,1.35143,00:29
30,3,8,1,deviation,0.01,0.000617784,0.000344339,0.00162447,0.00215924,1.35143,00:30
30,5,8,0,deviation,0.01,0.000617784,0.000344339,0.00161232,0.00215924,2.24225,00:37
30,5,8,1,deviation,0.01,0.000617784,0.000344339,0.00161232,0.00215924,2.24225,00:40
30,0,8,3,none,0.1,0.000615759,0.000251165,0.315951,0.000725853,19.7926,06:42
30,0,8,2,none,0.1,0.000609682,0.00025319,0.322129,0.000568385,29.0265,08:56
50,5,38,3,none,0.01,0.000587401,0.000269394,0.365114,0.000678538,13.3769,08:58
50,0,38,3,none,0.01,0.000581325,0.000267369,0.365708,0.000675024,13.668,09:35
40,0,10,3,deviation,0.01,0.000577274,0.000378773,0.000119506,0.00444075,4.88961,01:01
40,5,10,3,deviation,0.01,0.000577274,0.000378773,0.000119506,0.00444078,2.71744,00:43
40,3,10,3,deviation,0.01,0.000577274,0.000378773,0.000119506,0.00444078,1.63136,00:35
50,3,38,3,absolute,0.01,0.000573223,0.000249139,0.353251,0.000654017,11.6719,07:49
50,3,38,3,none,0.01,0.000571197,0.00025319,0.336532,0.00061932,8.97893,07:39
50,5,38,3,absolute,0.01,0.000563095,0.000239012,0.354608,0.000640875,12.0243,08:18
50,0,38,3,absolute,0.01,0.000563095,0.000239012,0.354636,0.000640753,12.0363,08:41
30,3,15,3,none,0.001,0.000554993,0.000265343,0.157106,0.000870134,1.34515,02:09
30,5,15,1,deviation,0.01,0.000544865,0.000277496,0.00617987,0.00617176,0.0459793,00:12
30,3,15,1,deviation,0.01,0.000544865,0.000277496,0.00617987,0.00617176,0.0459793,00:11
30,0,15,0,deviation,0.01,0.000544865,0.000277496,0.00617987,0.00617176,0.0459793,00:11
30,3,15,0,deviation,0.01,0.000544865,0.000277496,0.00617987,0.00617176,0.0459793,00:11
30,5,15,0,deviation,0.01,0.000544865,0.000277496,0.00617987,0.00617176,0.0459793,00:12
30,0,15,1,deviation,0.01,0.000544865,0.000277496,0.00617987,0.00617176,0.0459793,00:12
30,3,15,2,none,0.01,0.00054284,0.000259267,0.273227,0.000597589,6.03605,08:33
30,5,23,0,deviation,0.001,0.000536763,0.000299777,0.00384444,0.00404821,0.0552967,00:13
30,0,23,1,deviation,0.001,0.000536763,0.000299777,0.00384444,0.00404821,0.0552967,00:13
30,3,23,1,deviation,0.001,0.000536763,0.000299777,0.00384444,0.00404821,0.0552967,00:13
30,5,23,1,deviation,0.001,0.000536763,0.000299777,0.00384444,0.00404821,0.0552967,00:12
30,0,23,0,deviation,0.001,0.000536763,0.000299777,0.00384444,0.00404821,0.0552967,00:13
30,0,8,3,deviation,0.001,0.000536763,0.000376747,2.63318e-05,0.0050881,2.62771,00:36
30,5,8,3,deviation,0.001,0.000536763,0.000376747,2.63318e-05,0.0050881,2.18999,00:33
30,3,23,0,deviation,0.001,0.000536763,0.000299777,0.00384444,0.00404821,0.0552967,00:13
30,3,8,3,deviation,0.001,0.000536763,0.000376747,3.03828e-05,0.0050881,1.31456,00:29
30,5,15,3,none,0.001,0.000534738,0.00025319,0.161756,0.000798303,1.44703,01:42
30,0,15,3,none,0.001,0.000534738,0.00025319,0.16176,0.000798204,1.44865,02:08
40,3,30,3,absolute,0.01,0.000528661,0.000234961,0.356638,0.00063066,9.68564,06:15
30,5,8,2,deviation,0.01,0.000526636,0.000293701,0.00161232,0.002042,2.24185,00:35
30,3,15,3,absolute,0.001,0.000526636,0.000247114,0.157594,0.000809073,1.39174,01:40
30,0,8,2,deviation,0.01,0.000526636,0.000293701,0.00161029,0.002042,2.68726,00:39
30,3,8,2,deviation,0.01,0.000526636,0.000293701,0.00162447,0.002042,1.35102,00:29
30,5,15,3,absolute,0.001,0.00052461,0.000247114,0.157784,0.000808136,1.39599,01:37
30,0,15,3,absolute,0.001,0.00052461,0.000247114,0.157784,0.000808136,1.39599,01:43
40,5,30,3,absolute,0.01,0.000522585,0.000232935,0.357383,0.000626442,9.82783,06:13
30,5,8,3,deviation,0.1,0.000522585,0.00025319,0.00171157,0.00233471,2.22564,00:34
30,3,8,3,deviation,0.1,0.000522585,0.00025319,0.00176625,0.00233471,1.34738,00:27
40,0,30,3,absolute,0.01,0.000522585,0.000232935,0.357383,0.000626418,9.82803,06:28
30,0,8,3,deviation,0.1,0.000522585,0.00025319,0.00170549,0.00233468,2.66478,00:36
30,3,23,3,deviation,0.001,0.000514482,0.000320032,0.000482074,0.071267,0.0042536,00:10
30,5,23,3,deviation,0.001,0.000514482,0.000320032,0.000482074,0.071267,0.0042536,00:11
30,0,23,3,deviation,0.001,0.000514482,0.000320032,0.000482074,0.071267,0.0042536,00:10
30,5,15,2,deviation,0.001,0.000510431,0.000324083,0.000607656,0.025007,0.00830464,00:10
30,3,15,2,deviation,0.001,0.000510431,0.000324083,0.000607656,0.025007,0.00830464,00:10
30,0,15,2,deviation,0.001,0.000510431,0.000324083,0.000607656,0.025007,0.00830464,00:10
30,3,8,0,deviation,0.1,0.000508406,0.000255216,0.0138161,0.00156739,1.48916,00:32
30,0,8,1,deviation,0.1,0.000508406,0.000255216,0.013731,0.00156737,2.88738,00:43
30,5,8,1,deviation,0.1,0.000508406,0.000255216,0.0137533,0.00156739,2.42131,00:39
30,5,8,0,deviation,0.1,0.000508406,0.000255216,0.0137533,0.00156739,2.42131,00:37
30,3,8,1,deviation,0.1,0.000508406,0.000255216,0.0138161,0.00156739,1.48916,00:32
30,0,8,0,deviation,0.1,0.000508406,0.000255216,0.013731,0.00156737,2.88738,00:40
30,0,15,3,deviation,5.,0.000496253,0.000206603,0.325283,0.000609715,10.5234,05:13
30,3,15,3,deviation,5.,0.000496253,0.000206603,0.325236,0.000610418,10.4841,05:07
30,5,15,3,deviation,5.,0.000496253,0.000206603,0.325283,0.000609717,10.5234,05:43
30,0,8,3,deviation,0.01,0.000488151,0.000269394,0.000141787,0.00200402,2.63136,00:36
30,3,8,3,deviation,0.01,0.000488151,0.000269394,0.000160016,0.00200402,1.31821,00:31
30,5,8,3,deviation,0.01,0.000488151,0.000269394,0.000145838,0.00200402,2.19364,00:35
40,3,30,2,deviation,0.001,0.000471947,0.000338262,0.00867328,0.00188824,0.106137,00:19
40,3,30,1,deviation,0.001,0.000471947,0.000338262,0.00867328,0.0018884,0.106137,00:19
40,3,30,0,deviation,0.001,0.000471947,0.000338262,0.00867328,0.0018884,0.106137,00:20
40,0,30,1,deviation,0.001,0.000471947,0.000338262,0.00867328,0.0018884,0.106137,00:20
40,0,30,2,deviation,0.001,0.000471947,0.000338262,0.00867328,0.00188824,0.106137,00:20
40,0,30,0,deviation,0.001,0.000471947,0.000338262,0.00867328,0.0018884,0.106137,00:22
40,5,30,1,deviation,0.001,0.000471947,0.000338262,0.00867328,0.0018884,0.106137,00:20
40,5,30,2,deviation,0.001,0.000471947,0.000338262,0.00867328,0.00188824,0.106137,00:19
40,5,30,0,deviation,0.001,0.000471947,0.000338262,0.00867328,0.0018884,0.106137,00:20
40,3,30,2,absolute,0.01,0.000457768,0.000208629,0.366891,0.000565301,10.9899,06:43
30,5,23,2,deviation,0.001,0.000453717,0.000247114,0.00374316,0.00301538,0.0548916,00:13
30,3,23,2,deviation,0.001,0.000453717,0.000247114,0.00374316,0.00301538,0.0548916,00:13
30,0,23,2,deviation,0.001,0.000453717,0.000247114,0.00374316,0.00301538,0.0548916,00:13
40,0,30,2,absolute,0.01,0.000451691,0.000204578,0.36762,0.000561794,11.1608,07:12
40,5,30,2,absolute,0.01,0.000451691,0.000204578,0.36762,0.000561815,11.1606,06:49
30,5,15,0,deviation,5.,0.000437513,0.000168118,0.338941,0.000518294,12.2111,06:39
30,3,15,0,deviation,5.,0.000437513,0.000168118,0.33888,0.000518826,12.172,07:11
30,3,8,2,deviation,0.1,0.000437513,0.000216731,0.0131456,0.00145538,1.48045,00:32
30,5,8,2,deviation,0.1,0.000437513,0.000216731,0.013095,0.00145538,2.41219,00:37
40,5,30,3,none,0.01,0.000437513,0.000200527,0.366152,0.000548463,11.0988,07:02
30,0,15,0,deviation,5.,0.000437513,0.000168118,0.338941,0.000518293,12.2111,06:57
30,3,15,1,deviation,5.,0.000437513,0.000168118,0.33888,0.000518826,12.172,07:14
30,5,15,1,deviation,5.,0.000437513,0.000168118,0.338941,0.000518294,12.2111,07:06
30,0,8,2,deviation,0.1,0.000437513,0.000216731,0.0130768,0.00145535,2.87806,00:40
30,0,15,1,deviation,5.,0.000437513,0.000168118,0.338941,0.000518293,12.2111,07:01
40,0,30,3,none,0.01,0.000435487,0.000198501,0.366409,0.000545796,11.1963,07:05
30,3,23,2,deviation,0.01,0.000419283,0.000220782,0.0370265,0.000840053,0.308689,00:53
30,5,23,2,deviation,0.01,0.000419283,0.000220782,0.0370265,0.000840053,0.308689,00:52
30,0,23,2,deviation,0.01,0.000419283,0.000220782,0.0370265,0.000840053,0.308689,00:54
30,0,15,2,deviation,0.01,0.000413206,0.000204578,0.00617987,0.00534159,0.0453717,00:11
30,3,15,2,deviation,0.01,0.000413206,0.000204578,0.00617987,0.00534159,0.0453717,00:12
30,5,15,2,deviation,0.01,0.000413206,0.000204578,0.00617987,0.00534159,0.0453717,00:12
30,3,15,2,deviation,5.,0.000409155,0.000155965,0.336609,0.000496416,12.0063,06:58
30,5,15,2,deviation,5.,0.000409155,0.000155965,0.33666,0.000495885,12.0456,07:04
30,0,15,2,deviation,5.,0.000409155,0.000155965,0.33666,0.000495884,12.0456,06:39
30,3,15,3,deviation,0.01,0.000405104,0.000222807,0.000490176,0.02286,0.00830464,00:10
30,0,15,3,deviation,0.01,0.000405104,0.000222807,0.000490176,0.02286,0.00830464,00:10
30,5,15,3,deviation,0.01,0.000405104,0.000222807,0.000490176,0.02286,0.00830464,00:12
30,0,15,3,deviation,0.001,0.000380798,0.000259267,0,0.154552,0.000810209,00:11
30,5,15,3,deviation,0.001,0.000380798,0.000259267,0,0.154552,0.000810209,00:11
30,3,15,3,deviation,0.001,0.000380798,0.000259267,0,0.154552,0.000810209,00:10
30,3,15,2,none,0.1,0.000364594,0.000149889,0.366115,0.000428991,18.4395,12:12
30,3,23,3,absolute,0.01,0.000342313,0.000166093,0.394594,0.000452036,13.0401,08:25
30,3,23,2,absolute,0.01,0.000334211,0.000162042,0.408771,0.000446387,15.5613,09:45
50,5,25,1,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0332186,00:12
50,0,25,0,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0453717,00:12
50,3,25,1,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0291675,00:13
50,3,25,2,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0291675,00:14
50,5,25,2,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0332186,00:15
50,5,25,0,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0332186,00:12
50,0,25,1,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0453717,00:12
50,3,25,0,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0291675,00:14
50,0,25,2,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0453717,00:12
30,3,23,3,none,0.001,0.000326109,0.000143812,0.28902,0.00050637,4.44784,04:35
30,5,15,2,none,0.1,0.000305854,0.000125582,0.407656,0.000378448,31.2894,18:55
30,0,15,2,none,0.1,0.000301803,0.000125582,0.408341,0.000377615,31.6022,18:44
50,5,13,0,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,2.68665,00:41
50,3,13,0,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,1.61475,00:35
50,3,13,2,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,1.61475,00:34
50,3,13,1,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,1.61475,00:33
50,0,13,2,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,5.90237,01:06
50,5,13,2,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,2.68665,00:40
50,5,13,1,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,2.68665,00:42
50,0,13,0,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,5.90237,01:06
50,0,13,1,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,5.90237,01:07
30,5,23,3,none,0.01,0.000281547,0.000123557,0.400326,0.000367766,14.4017,09:41
30,0,23,3,none,0.01,0.000279522,0.000123557,0.400417,0.000365979,14.4288,08:23
30,0,23,3,absolute,0.01,0.000265343,0.000119506,0.395082,0.000364228,13.1414,10:51
30,5,23,3,absolute,0.01,0.000265343,0.000119506,0.395082,0.000364229,13.1414,08:49
30,3,23,3,none,0.01,0.000261292,0.000121531,0.385404,0.000363469,11.6873,08:16
