Window_Size,N_Peaks,Overlap,Hash_Use_First_Appearance,Quantile,Average_F_Score,Average_Precision,Average_Sharpness,avg(Family_Members/Match_Count),Average_Hash_Intersection_Size,Runtime_match-family
30,5,23,False,.3,0.000141787,3.44339e-05,0.495791,0.000245186,502.381,00:24
20,5,0,False,.3,0.000137735,5.46891e-05,0.466484,0.00026826,122.192,00:18
20,5,0,True,.3,0.000137735,5.46891e-05,0.466484,0.00026826,122.192,00:16
40,3,30,True,.6,0.000137735,2.63318e-05,0.496075,0.000240148,1053.54,00:23
40,3,30,False,.6,0.000137735,2.63318e-05,0.496075,0.000240148,1053.54,00:23
50,3,0,False,.9,0.00013571,4.2536e-05,0.486077,0.000241645,673.849,00:24
50,3,0,True,.9,0.00013571,4.2536e-05,0.486077,0.000241645,673.849,00:23
20,5,0,True,.7,0.00013571,2.43063e-05,0.397389,0.000240566,635.313,00:24
30,3,15,True,.7,0.00013571,3.24083e-05,0.402734,0.000240954,947.477,00:23
20,5,0,False,.7,0.00013571,2.43063e-05,0.397389,0.000240566,635.313,00:25
30,3,15,False,.7,0.00013571,3.24083e-05,0.402734,0.000240954,947.477,00:23
30,5,0,False,.7,0.000133684,3.24083e-05,0.426374,0.000238593,744.665,00:23
30,3,8,True,.9,0.000133684,1.82297e-05,0.326674,0.000244619,1234.59,00:23
30,3,23,True,.4,0.000133684,4.05104e-05,0.478706,0.000239184,599.539,00:24
30,3,8,False,.9,0.000133684,1.82297e-05,0.326674,0.000244619,1234.59,00:23
30,3,23,False,.4,0.000133684,4.05104e-05,0.478706,0.000239184,599.539,00:23
30,5,0,True,.7,0.000133684,3.24083e-05,0.426374,0.000238593,744.665,00:23
20,3,0,True,.7,0.000131659,2.02552e-05,0.409283,0.000230949,541.712,00:22
20,5,0,False,.4,0.000131659,4.86125e-05,0.479887,0.000246946,208.952,00:22
20,5,0,True,.4,0.000131659,4.86125e-05,0.479887,0.000246946,208.952,00:26
20,3,0,False,.7,0.000131659,2.02552e-05,0.409283,0.000230949,541.712,00:23
20,5,0,True,.5,0.000123557,3.64594e-05,0.472595,0.000232195,325.206,00:24
20,5,0,False,.5,0.000123557,3.64594e-05,0.472595,0.000232195,325.206,00:25
20,5,0,True,.6,0.000123557,2.22807e-05,0.447075,0.00022573,471.535,00:24
20,5,0,False,.6,0.000123557,2.22807e-05,0.447075,0.00022573,471.535,00:25
30,3,0,True,.7,0.000121531,2.02552e-05,0.437735,0.000230449,514.433,00:23
30,3,23,True,.5,0.000121531,2.83573e-05,0.451843,0.000232955,917.31,00:24
30,3,0,False,.7,0.000121531,2.02552e-05,0.437735,0.000230449,514.433,00:23
30,3,23,False,.5,0.000121531,2.83573e-05,0.451843,0.000232955,917.31,00:23
30,5,8,False,.5,0.000121531,3.24083e-05,0.487827,0.000234105,486.693,00:24
30,5,8,True,.5,0.000121531,3.24083e-05,0.487827,0.000234105,486.693,00:23
20,3,0,True,.5,0.000119506,4.05104e-05,0.467178,0.000229687,277.921,00:23
40,5,0,True,.9,0.000119506,1.82297e-05,0.440918,0.000235207,1378.61,00:23
40,5,0,False,.9,0.000119506,1.82297e-05,0.440918,0.000235207,1378.61,00:23
20,3,0,False,.5,0.000119506,4.05104e-05,0.467178,0.000229687,277.921,00:24
30,3,8,False,.7,0.000115455,2.02552e-05,0.437974,0.000223525,675.082,00:23
30,3,8,False,.6,0.000115455,3.24083e-05,0.467742,0.000221539,473.154,00:23
30,3,8,True,.7,0.000115455,2.02552e-05,0.437974,0.000223525,675.082,00:23
30,3,8,True,.6,0.000115455,3.24083e-05,0.467742,0.000221539,473.154,00:23
40,3,0,False,.9,0.000113429,2.22807e-05,0.464349,0.000223229,808.518,00:23
30,5,8,True,.7,0.000113429,2.02552e-05,0.428292,0.000224517,974.149,00:23
40,3,10,False,.7,0.000113429,2.02552e-05,0.488299,0.00021988,588.686,00:23
40,3,0,True,.9,0.000113429,2.22807e-05,0.464349,0.000223229,808.518,00:25
40,3,10,True,.7,0.000113429,2.02552e-05,0.488299,0.00021988,588.686,00:23
30,5,8,False,.7,0.000113429,2.02552e-05,0.428292,0.000224517,974.149,00:24
40,5,0,False,.7,0.000113429,2.22807e-05,0.50348,0.00022731,749.14,00:23
40,5,0,True,.7,0.000113429,2.22807e-05,0.50348,0.00022731,749.14,00:23
40,3,10,False,.9,0.000111404,1.41787e-05,0.418347,0.000223913,1092.67,00:23
40,3,10,True,.9,0.000111404,1.41787e-05,0.418347,0.000223913,1092.67,00:23
30,5,8,True,.6,0.000109378,2.02552e-05,0.470529,0.000221031,704.933,00:23
30,5,8,False,.6,0.000109378,2.02552e-05,0.470529,0.000221031,704.933,00:24
40,3,10,True,.6,0.000109378,1.82297e-05,0.505424,0.000226035,393.378,00:23
40,3,10,False,.6,0.000109378,1.82297e-05,0.505424,0.000226035,393.378,00:23
20,3,0,False,.6,0.000107353,2.63318e-05,0.452599,0.000215686,398.106,00:23
20,3,0,True,.6,0.000107353,2.63318e-05,0.452599,0.000215686,398.106,00:22
50,3,13,False,.9,0.000107353,1.41787e-05,0.46115,0.000215087,936.836,00:23
50,3,13,True,.9,0.000107353,1.41787e-05,0.46115,0.000215087,936.836,00:24
30,3,23,False,.6,9.51995e-05,1.62042e-05,0.211904,0.000270634,,00:23
30,3,23,True,.6,9.51995e-05,1.62042e-05,0.211904,0.000270634,,00:24
40,3,20,False,.9,8.91229e-05,1.01276e-05,0.173725,0.000269289,792.036,00:23
40,3,20,True,.9,8.91229e-05,1.01276e-05,0.173725,0.000269289,792.036,00:23
40,3,10,False,1,8.50719e-05,6.07656e-06,0.143356,0.000264942,,00:17
20,5,0,True,1,8.50719e-05,6.07656e-06,0.108868,0.000265319,,00:18
20,5,0,False,1,8.50719e-05,6.07656e-06,0.108868,0.000265319,,00:17
40,3,10,True,1,8.50719e-05,6.07656e-06,0.143356,0.000264942,,00:16
30,5,15,True,.7,8.50719e-05,1.21531e-05,,0.000257641,,00:21
30,5,15,False,.7,8.50719e-05,1.21531e-05,,0.000257641,,00:23
40,5,30,True,.5,7.89953e-05,1.21531e-05,0.249905,0.000257173,715.66,00:24
40,5,30,False,.5,7.89953e-05,1.21531e-05,0.249905,0.000257173,715.66,00:24
30,5,8,False,.9,0,0,0,,0,00:24
30,3,8,False,1,0,0,0,,0,00:19
30,5,8,True,.9,0,0,0,,0,00:23
40,5,20,True,.7,0,0,0,,0,00:24
30,5,0,True,1,0,0,0,,0,00:18
50,5,38,False,.5,0,0,0,,0,00:24
30,5,0,False,1,0,0,0,,0,00:17
30,3,8,True,1,0,0,0,,0,00:19
40,5,0,True,1,0,0,0,,0,00:18
40,5,20,False,.7,0,0,0,,0,00:24
40,5,10,True,.9,0,0,0,,0,00:25
40,5,10,False,.9,0,0,0,,0,00:24
30,3,15,True,.9,0,0,0,,0,00:23
50,5,13,True,.9,0,0,0,,0,00:23
40,5,0,False,1,0,0,0,,0,00:17
30,3,15,False,.9,0,0,0,,0,00:23
50,5,25,True,.7,0,0,0,,0,00:22
50,5,25,False,.7,0,0,0,,0,00:22
50,5,13,False,.9,0,0,0,,0,00:24
50,3,38,False,.7,0,0,0,,0,00:22
50,3,38,True,.7,0,0,0,,0,00:21
50,5,0,False,1,0,0,0,,0,00:19
50,5,0,True,1,0,0,0,,0,00:18
50,5,38,True,.5,0,0,0,,0,00:23

